is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
0,10,2015,September,36,5,0,1,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Group,85,0,1,Check-Out,06-09-2015
0,0,2015,September,36,5,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,114,0,0,Check-Out,06-09-2015
0,2,2015,September,36,5,0,1,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient,75,0,0,Check-Out,06-09-2015
1,0,2015,September,36,5,0,1,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,133,0,1,No-Show,05-09-2015
1,5,2015,September,36,5,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,124,0,1,Canceled,02-09-2015
0,0,2015,September,36,5,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Group,143,0,1,Check-Out,06-09-2015
1,25,2015,September,36,5,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,105,0,1,Canceled,01-09-2015
0,82,2015,September,36,5,0,1,2,0,0,BB       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,89.25,0,2,Check-Out,06-09-2015
0,9,2015,September,36,5,0,1,2,0,0,BB       ,PRT,Complementary,Direct,0,0,0,E               ,G               ,2,No Deposit     ,       NULL,       NULL,0,Transient,0,0,1,Check-Out,06-09-2015
0,7,2015,September,36,5,0,1,2,0,0,SC       ,AUT,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,9,       NULL,0,Transient,115,0,2,Check-Out,06-09-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
0,16,2015,September,36,5,1,1,2,2,0,BB       ,ESP,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,       NULL,       NULL,0,Transient,185,0,2,Check-Out,07-09-2015
0,15,2015,September,36,5,1,1,1,0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,73.15,0,1,Check-Out,07-09-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
0,26,2015,September,36,5,1,1,1,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,95,0,2,Check-Out,07-09-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
0,26,2015,September,36,5,1,1,1,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,95,0,2,Check-Out,07-09-2015
0,16,2015,September,36,5,1,1,2,1,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,120,1,3,Check-Out,07-09-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
0,16,2015,September,36,5,1,1,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,105,0,2,Check-Out,07-09-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,60,0,0,Canceled,25-07-2015
0,14,2015,September,36,5,1,1,2,0,0,SC       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,115,0,0,Check-Out,07-09-2015
0,18,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,7,       NULL,0,Transient,80.85,0,1,Check-Out,07-09-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
0,21,2015,September,36,5,1,1,2,0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,105,0,2,Check-Out,07-09-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,60,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
1,65,2015,September,36,5,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,25-07-2015
0,47,2015,September,36,5,1,1,2,0,0,BB       ,BLR,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,86.4,0,1,Check-Out,07-09-2015
0,19,2015,September,36,5,2,1,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,F               ,F               ,1,No Deposit     ,9,       NULL,0,Contract,165,0,1,Check-Out,08-09-2015
0,21,2015,September,36,5,2,1,1,0,0,BB       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,95,0,0,Check-Out,08-09-2015
0,16,2015,September,36,5,2,1,2,2,0,BB       ,ESP,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,9,       NULL,0,Contract,165,0,3,Check-Out,08-09-2015
0,32,2015,September,36,5,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,9,       NULL,0,Contract,94.5,0,3,Check-Out,08-09-2015
0,26,2015,September,36,5,2,1,3,1,0,BB       ,LUX,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,14,       NULL,0,Transient,157.25,0,1,Check-Out,08-09-2015
0,32,2015,September,36,5,2,1,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,9,       NULL,0,Contract,94.5,0,3,Check-Out,08-09-2015
0,17,2015,September,36,5,2,1,1,0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,7,       NULL,0,Transient,69.49,0,1,Check-Out,08-09-2015
0,16,2015,September,36,5,2,1,2,1,0,BB       ,ESP,Online TA,TA/TO,0,0,0,F               ,F               ,1,No Deposit     ,9,       NULL,0,Contract,165,0,3,Check-Out,08-09-2015
0,23,2015,September,36,5,2,1,1,0,0,BB       ,SWE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,95,0,1,Check-Out,08-09-2015
0,16,2015,September,36,5,2,1,2,2,0,BB       ,ESP,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,9,       NULL,0,Contract,165,0,3,Check-Out,08-09-2015
0,4,2015,September,36,5,2,2,1,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,2,No Deposit     ,1,       NULL,0,Transient-Party,60,0,0,Check-Out,09-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
0,3,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
0,3,2015,September,36,5,2,2,1,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,1,       NULL,0,Transient-Party,60,0,0,Check-Out,09-09-2015
0,61,2015,September,36,5,2,2,3,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,84,0,1,Check-Out,09-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
0,61,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
0,21,2015,September,36,5,2,2,2,0,0,BB       ,TUN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,105,0,3,Check-Out,09-09-2015
0,61,2015,September,36,5,2,2,1,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,60,0,0,Check-Out,09-09-2015
0,61,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
0,3,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
0,61,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
0,30,2015,September,36,5,2,2,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,8,       NULL,0,Transient,94.5,0,1,Check-Out,09-09-2015
0,4,2015,September,36,5,2,2,2,1,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,3,No Deposit     ,1,       NULL,0,Transient-Party,62,0,1,Check-Out,09-09-2015
0,61,2015,September,36,5,2,2,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,B               ,1,No Deposit     ,1,       NULL,0,Transient-Party,60,0,1,Check-Out,09-09-2015
0,61,2015,September,36,5,2,2,3,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,84,0,1,Check-Out,09-09-2015
0,61,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,2,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
0,21,2015,September,36,5,2,2,2,0,0,BB       ,TUN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,105,0,3,Check-Out,09-09-2015
0,3,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
1,3,2015,September,36,5,2,2,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,1,       NULL,0,Transient-Party,0,0,0,Canceled,03-09-2015
0,3,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
0,2,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
0,3,2015,September,36,5,2,2,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,1,       NULL,0,Transient-Party,0,0,0,Check-Out,09-09-2015
0,61,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
0,61,2015,September,36,5,2,2,1,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,1,       NULL,0,Transient-Party,60,0,0,Check-Out,09-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
0,4,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
0,3,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,3,2015,September,36,5,2,2,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,0,0,0,Canceled,03-09-2015
0,3,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
0,2,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,0,0,0,Check-Out,09-09-2015
0,10,2015,September,36,5,2,3,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,9,       NULL,0,Contract,122,0,2,Check-Out,10-09-2015
0,10,2015,September,36,5,2,4,2,0,0,BB       ,ROU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,8,       NULL,0,Transient,110.08,0,1,Check-Out,11-09-2015
0,10,2015,September,36,5,2,4,2,0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,9,       NULL,0,Contract,110.17,0,2,Check-Out,11-09-2015
0,16,2015,September,36,5,2,4,3,0,0,BB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,28,       NULL,0,Transient,117.6,0,1,Check-Out,11-09-2015
1,26,2015,September,36,5,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,116.85,0,1,Canceled,14-08-2015
0,22,2015,September,36,5,2,5,2,0,1,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,E               ,0,No Deposit     ,7,       NULL,0,Transient,105.65,0,2,Check-Out,12-09-2015
1,14,2015,September,36,5,2,5,2,0,1,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,9,       NULL,0,Transient,113.14,0,3,Canceled,29-08-2015
0,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,09-09-2015
0,61,2015,September,36,5,2,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,B               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,1,Check-Out,09-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
1,61,2015,September,36,5,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,01-09-2015
0,72,2015,September,36,5,2,2,2,0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,27,       NULL,0,Transient,72.25,0,0,Check-Out,09-09-2015
0,1,2015,September,37,6,2,0,1,0,0,BB       ,FRA,Groups,TA/TO,0,0,0,A               ,B               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
1,1,2015,September,37,6,2,0,0,0,0,SC       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,0,0,0,Canceled,05-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,FRA,Groups,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
1,55,2015,September,37,6,2,0,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Canceled,05-09-2015
1,55,2015,September,37,6,2,0,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Canceled,05-09-2015
0,63,2015,September,37,6,1,0,2,0,0,BB       ,ROU,Online TA,TA/TO,0,0,0,A               ,G               ,0,No Deposit     ,9,       NULL,0,Transient,89.25,0,0,Check-Out,07-09-2015
0,22,2015,September,37,6,1,0,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,F               ,0,No Deposit     ,9,       NULL,0,Transient,105,0,0,Check-Out,07-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,FRA,Groups,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
0,55,2015,September,37,6,2,0,1,0,0,BB       ,FRA,Groups,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
1,55,2015,September,37,6,2,0,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Canceled,05-09-2015
0,1,2015,September,37,6,2,0,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,B               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
0,55,2015,September,37,6,2,0,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Check-Out,08-09-2015
